score,user_id
0.555555555556,6093eb1cc15598a49fd4689cdb102a11a91e7df2
0.622222222222,1abe6b58ee718ef0905c66921a1b7431c667f7ff
0.977777777778,f784d61b7ae08d5d4ba297d95a400b7ca7e38ced
0.177777777778,3812f20d0c0aead9272b2bdc68b64ea99a6dedf2
0.555555555556,fbd8134fcfbfd086c81f99b30addcb5bf31e3626
0.644444444444,027be17b21af264aa7d36c99ce0e623094e7f7a2
0.555555555556,e26fb8a32c5417873f05abcd957d0e4ab8d10694
0.644444444444,29460d86b69ce675ba9fa3cf39c9d94f649522fb
0.177777777778,a259c5734a9f3f5f088c9eda667c98287a914574
0.133333333333,5cb21b8f15e3dd4a7a164273a87249a9aa8f5e2d
0.133333333333,17e38201aee8e832ea116f22ae4ff13f03f3a1a1
0.0666666666667,cf8030c1b011e740a6de0845e4a0effbc5dfb181
0.555555555556,1eebf891e623365a218706991e8068860109e657
0.4,1786299e13f652985ed192cdc789722de88e0756
0.4,7d61d9c5130135c709843f743331ee2c848331fc
0.4,cdbd276f23bda89f6fd57931e3551fe1b43818a7
0.555555555556,8f3ca0f1accea2c0c3e17ad7946b101c68fdbb58
0.911111111111,d2c9e5026d78be0e3c157da16ccbaa68048ee8af
0.133333333333,ef4ac7cb4f81735cbeccdcf4561aa4672ec96cda
0.4,8e5ad0b312afe03bf0186e6393e343d46629db8f
0.133333333333,7ebc53c12d27aa02e9eab2d6dd02e4836aaa09a6
0.2,52ce3051e16ce26c2e35296b86684b6c264e311e
0.533333333333,ac58a9a6f5fdc9d0dc172a162e56a817655f9148
0.555555555556,1cbfe55aa0cfa1f71d1ba5e285634a0f7d94eb3e
0.555555555556,5172994f3faf549cbdf16efce0d29567abdee8f8
0.0888888888889,01078e1c8ec9cecb3dcfb135919911abe0ffbb95
1.0,1e599b1b20ef0002bad21bcb0cccf4099cdb9ee8
0.111111111111,7c8917401dc368b2b1f72d3390cd8c4f0997df81
0.111111111111,000c3d067aec101abb4ea31d25db6fdc132cf522
0.555555555556,4dbab3be0642139fbf477c4b80254bce32b77005
0.555555555556,5a00a6ef2d54e582b003015d7b46bbed7fa6f15b
0.4,c36f0902b80a86f895eb0fa379a2b6874f3699d5
0.0666666666667,d66c642f7ea3fa55fc65f41a6b6c2a9bba1e6eb8
0.4,234b11d195cb5011982e381cf43ce067ff2db585
0.4,01c4948ce17cc33cdcd32f4c85ccadc779428fc5
0.933333333333,d8c44d93c01c232eb0042d744ce4d4ede4848782
0.511111111111,75756528aa706560b987320ad57b5f2c8a04ef59
0.0666666666667,1baec023794ef4676fd3bfe257a3f99db1bd3201
0.555555555556,3b32cfc893ba898b3c61d7927eafcf86be971e6a
0.555555555556,4fb54d776e55d41d1129c29f2c8572f8d3df8f1b
0.0444444444444,53f773840dd57161b481acaeb3ad58edf0177df4
0.4,80836197dd48beb78c27825073ba579e78facb26
0.4,024fe01154eb6e695cf7aea6afc26e593878192a
0.755555555556,e1f007dbf5fbe88fc2a1c4a2001eaa929a446289
0.2,98f5a4a3bfaed95a5d322ee92cea3cd60ce94702
0.555555555556,656f900a0ad6de4a479271bb1080191cb7957925
0.622222222222,4d40b550afb6a0aec65f418526f328ba1d7b1d3a
0.4,995d324d38f21e3df2bf57a0a3ce702b5002df88
0.111111111111,ac3c2b78a553f19c9cfb9b46d8a013141e02f340
0.4,2d8850dabd46c4a3d2f717c1b65b7f3ad21be04e
0.4,462111e0dbc2e131a73517d4afb36ce42ad6c23d
0.555555555556,f0230ef72b4c0aa02d6dee957c9ef4ec3996ccd4
0.0,663424ea343735d38749f913831acf8300cc5915
0.866666666667,6dbbb77a12458261bf7af6e4e2fe7928b3bff17e
0.0,499d47143bfe22a3f911b89e00a28b4785ffbc28
0.555555555556,e1141b93c1e32202dace4fe9e8618657166a6e4c
0.555555555556,395d542918a63fa15dbccbd2c41cafb97ed15129
0.0444444444444,b1a13c6108e52bd018c46f7eff12664f3cfbcb9d
0.555555555556,7165bfb27eab2c9f085cf4ceeb88c9ed5c1facd9
